genus	Adenoma10.2757.S10.L001	Adenoma11.2775.S11.L001	Adenoma1.2065.S1.L001	Adenoma12.2799.S12.L001	Adenoma13.2803.S13.L001	Adenoma14.2817.S14.L001	Adenoma15.2847.S15.L001	Adenoma16.2873.S16.L001	Adenoma17.2937.S17.L001	Adenoma18.2967.S18.L001	Adenoma19.2971.S19.L001	Adenoma20.2995.S20.L001	Adenoma21.3129.S21.L001	Adenoma2.2113.S2.L001	Adenoma22.3133.S22.L001	Adenoma23.3141.S23.L001	Adenoma24.3217.S24.L001	Adenoma25.3273.S25.L001	Adenoma26.3373.S26.L001	Adenoma27.3379.S27.L001	Adenoma28.3391.S28.L001	Adenoma29.3399.S29.L001	Adenoma30.3509.S30.L001	Adenoma3.2123.S3.L001	Adenoma4.2143.S4.L001	Adenoma5.2243.S5.L001	Adenoma6.2453.S6.L001	Adenoma7.2475.S7.L001	Adenoma8.2555.S8.L001	Adenoma9.2717.S9.L001	Cancer10.2567.S70.L001	Cancer11.2573.S71.L001	Cancer12.2575.S72.L001	Cancer1.2355.S61.L001	Cancer13.2579.S73.L001	Cancer14.2611.S74.L001	Cancer15.2613.S75.L001	Cancer16.2619.S76.L001	Cancer17.2625.S77.L001	Cancer18.2629.S78.L001	Cancer19.2633.S79.L001	Cancer20.2667.S80.L001	Cancer21.2671.S81.L001	Cancer22.2703.S82.L001	Cancer2.2455.S62.L001	Cancer23.2705.S83.L001	Cancer24.2727.S84.L001	Cancer25.2735.S85.L001	Cancer26.2763.S86.L001	Cancer27.2771.S87.L001	Cancer28.2777.S88.L001	Cancer29.2801.S89.L001	Cancer30.2863.S90.L001	Cancer3.2513.S63.L001	Cancer4.2521.S64.L001	Cancer5.2523.S65.L001	Cancer6.2535.S66.L001	Cancer7.2537.S67.L001	Cancer8.2543.S68.L001	Cancer9.2547.S69.L001	Healthy10.3087.S40.L001	Healthy11.3123.S41.L001	Healthy1.2027.S31.L001	Healthy12.3211.S42.L001	Healthy13.3241.S43.L001	Healthy14.3245.S44.L001	Healthy15.3247.S45.L001	Healthy16.3251.S46.L001	Healthy17.3257.S47.L001	Healthy18.3293.S48.L001	Healthy19.3339.S49.L001	Healthy20.3341.S50.L001	Healthy21.3347.S51.L001	Healthy22.3363.S52.L001	Healthy2.2779.S32.L001	Healthy23.3367.S53.L001	Healthy24.3403.S54.L001	Healthy25.3405.S55.L001	Healthy26.3407.S56.L001	Healthy27.3439.S57.L001	Healthy28.3499.S58.L001	Healthy29.3529.S59.L001	Healthy30.3291.66.S60.L001	Healthy3.3021.S33.L001	Healthy4.3023.S34.L001	Healthy5.3043.S35.L001	Healthy6.3061.S36.L001	Healthy7.3063.S37.L001	Healthy8.3073.S38.L001	Healthy9.3075.S39.L001
Firmicutes_Clostridia_Clostridiales_Clostridiaceae_4_unassigned	0	0	32	0	13	0	0	0	2	0	15	0	0	10	0	0	0	29	5	11	3	20	0	0	0	3	0	5	0	2	5	0	0	5	2	0	7	0	0	2	0	0	6	0	5	0	9	0	0	0	0	0	9	0	27	0	1	0	0	16	2	0	1	0	0	19	15	0	1	6	0	0	0	0	0	43	1	0	0	0	9	16	0	0	0	9	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Clostridiales_Incertae_Sedis_XI_Anaerococcus	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Clostridiales_Incertae_Sedis_XI_Finegoldia	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0
Firmicutes_Clostridia_Clostridiales_Clostridiales_Incertae_Sedis_XI_Gallicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Clostridiales_Incertae_Sedis_XI_Parvimonas	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	5	25	0	0	0	0	3	0	0	0	2	0	387	0	3	0	0	0	0	0	2	0	2	0	1	0	0	0	0	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	1	0	0	0	0	0	1
Firmicutes_Clostridia_Clostridiales_Clostridiales_Incertae_Sedis_XI_Peptoniphilus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	52	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	24	0	0	0	2	0	0	0	4	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1
Firmicutes_Clostridia_Clostridiales_Clostridiales_Incertae_Sedis_XI_Sedimentibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Clostridiales_Incertae_Sedis_XI_Soehngenia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Clostridiales_Incertae_Sedis_XI_unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	1
Firmicutes_Clostridia_Clostridiales_Clostridiales_Incertae_Sedis_XII_Guggenheimella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Clostridiales_Incertae_Sedis_XIII_Anaerovorax	5	0	22	0	0	0	0	0	2	0	1	1	0	3	1	1	0	18	2	2	25	9	0	2	0	4	0	0	0	2	4	0	0	5	0	0	5	0	0	7	0	1	0	0	7	0	3	0	0	0	0	0	5	0	2	0	7	0	0	1	0	0	6	0	9	0	0	0	4	1	3	8	0	1	2	22	0	0	1	4	4	5	3	4	0	10	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Clostridiales_Incertae_Sedis_XIII_Mogibacterium	0	0	0	3	0	0	244	13	0	3	0	0	0	0	49	45	0	0	0	156	0	0	0	0	1	36	2	0	0	0	0	2	0	2	0	0	57	0	0	0	0	1	60	0	0	0	0	0	0	0	0	0	72	46	0	2	0	0	0	12	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	110	1	0	0	0	0	2	6	0	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Clostridiales_Incertae_Sedis_XIV_Anaerobranca	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Alkalibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Anaerofustis	4	1	3	0	2	1	1	0	1	0	1	1	3	2	0	0	0	8	0	1	2	2	22	0	2	1	0	0	1	0	0	0	2	2	0	0	2	7	0	3	0	1	3	0	0	0	0	0	0	1	0	8	0	0	1	1	0	1	9	12	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	2	1	1	3	0	13	0	0	0	3	18	0	0	1	0
Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium	559	768	379	38	121	95	369	56	78	61	422	161	228	1603	235	47	23	371	781	295	579	344	12	291	207	258	1639	269	228	38	596	2	128	82	23	72	95	147	333	503	12	266	348	31	362	6	148	1	0	61	172	725	325	32	1081	99	636	4	285	641	45	0	263	823	62	284	424	1	236	468	545	236	36	130	775	1108	244	73	173	72	1038	1531	238	70	483	574	57	26	420	282
Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Pseudoramibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Gracilibacteraceae_Gracilibacter	0	4	12	0	36	0	0	0	18	0	32	0	6	49	0	0	0	29	6	3	15	0	0	0	0	3	0	0	6	10	7	0	0	0	0	0	16	0	4	5	2	0	79	0	4	0	2	0	0	0	0	1	0	0	70	0	1	0	0	168	6	0	1	0	0	3	3	0	17	12	0	6	0	0	1	7	2	0	0	0	0	15	5	0	0	1	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Gracilibacteraceae_Lutispora	3	1	13	0	9	7	1	0	2	0	2	4	0	68	6	0	0	11	6	2	4	3	0	0	2	20	4	0	1	25	8	0	10	15	9	0	18	0	20	14	0	0	22	18	9	0	3	0	0	0	0	0	5	0	7	8	4	0	5	4	2	0	3	4	13	6	28	0	10	2	6	9	0	12	4	4	15	0	0	2	38	9	23	1	3	19	0	0	10	12
Firmicutes_Clostridia_Clostridiales_Incertae_Sedis_XI_Murdochiella	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Incertae_sedis_Incertae_sedis	1	0	18	0	4	0	0	0	9	0	14	0	7	7	6	0	0	13	13	2	7	2	0	9	0	5	1	0	0	5	12	0	0	9	0	0	13	0	3	9	0	0	4	0	17	0	7	0	0	2	0	5	1	0	15	8	1	0	11	10	2	0	1	0	0	26	2	0	17	2	0	6	1	0	0	9	15	2	3	10	17	12	0	0	0	23	9	0	19	5
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Acetitomaculum	0	0	0	0	1	0	0	0	0	0	55	0	0	8	1	0	0	132	11	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	1	18	0	0	0	0	0	0	12	0	0	0	0	0	1	0	9	0	5	0	0	0	0	0	80	0	0	0	3	0	0	0	0	0	0	1	0	1	0	1	0	0	102	50	12	0	0	0	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes	958	2172	53	1591	829	165	495	37	1683	281	583	836	32	1666	38	2706	351	85	164	189	522	586	200	457	1300	21	212	516	806	609	531	352	884	255	137	15	526	1171	290	236	55	700	7	126	229	1130	850	139	997	663	33	2858	39	439	707	702	60	325	967	47	84	609	282	2503	120	924	659	843	249	193	99	332	462	566	117	302	722	751	546	1333	102	452	183	491	941	829	317	2643	317	60
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia	4881	3795	1024	6695	3513	1420	4334	2426	7021	6354	2350	2366	1817	4010	2923	4187	2029	632	853	3466	1714	6522	10087	5706	10854	496	7253	3021	6370	2836	2465	2512	5700	1314	3257	548	1625	5488	2872	1510	155	1548	38	864	2098	3178	2769	1375	3098	5123	646	8493	571	5930	3978	3405	1309	1278	3288	1912	1282	1994	1430	10058	367	2369	2002	3944	1001	1596	792	2205	7035	4417	695	955	4677	7120	3842	4370	1561	2466	1207	6152	2802	1637	195	7060	1422	1913
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	1624	920	1499	893	887	1568	1217	349	1618	3398	1109	785	687	714	905	848	523	1059	1398	1267	467	1725	371	1555	1577	1352	3370	1453	2068	1823	707	902	840	1074	1531	555	1596	1186	1268	736	366	928	710	1360	1901	1908	3107	825	302	1201	3754	2759	607	2465	1477	701	787	694	1525	567	424	368	2811	1517	667	936	4334	851	510	1170	1207	1117	1633	1499	6209	1332	988	1891	847	1177	3125	4915	1505	2943	1667	1881	351	2068	1207	1093
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVb	58	8	110	8	73	7	10	20	34	24	8	434	10	12	8	0	7	372	88	271	30	1	0	34	85	5	1	0	32	21	32	434	120	60	240	19	92	384	95	11	78	105	445	208	30	4	39	7	3	299	133	10	42	44	232	48	18	51	14	67	38	0	37	51	42	49	10	6	30	51	37	82	85	84	25	237	7	84	10	41	283	12	3	192	0	117	0	311	20	150
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Coprococcus	254	63	31	25	132	94	332	91	6	10	464	30	2	61	314	76	17	265	52	1258	180	2091	5	93	41	223	2	437	26	76	212	195	20	147	33	162	169	780	53	276	8	169	22	78	144	122	483	2	3	242	47	497	575	256	269	382	567	6	1052	167	411	191	376	140	98	245	990	2	344	126	65	131	104	20	62	76	42	377	27	238	328	1000	167	465	817	176	86	773	45	988
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea	451	808	194	261	80	143	1510	527	1614	2123	1	186	163	591	244	187	410	32	232	24	403	1237	477	417	1031	189	900	578	99	177	591	481	952	219	261	62	35	755	504	620	238	177	25	414	444	1585	461	1445	530	464	38	289	873	471	155	47	76	483	972	24	645	1282	141	644	8	125	341	796	269	380	146	208	367	688	116	113	326	126	142	317	191	250	115	530	1025	219	1567	571	181	21
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Hespellia	1	81	24	3	12	0	4	2	0	302	29	0	1	15	2	17	0	12	6	0	0	112	0	15	44	5	2	22	0	13	2	23	2	9	23	8	8	0	5	16	3	14	0	9	1	0	16	0	0	48	5	0	0	23	3	1	35	0	11	6	3	42	4	40	0	0	4	0	10	12	0	23	15	1	2	27	40	76	1	30	2	26	3	11	0	23	0	0	16	0
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Howardella	0	0	0	0	0	0	0	12	0	0	0	0	0	0	26	0	0	0	17	0	0	0	0	0	1	5	0	128	0	0	0	6	0	0	13	0	1	0	0	0	0	35	4	0	0	1	0	0	0	0	8	0	16	15	0	0	25	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	17	0	0	0	15	0	0	0	72	0	0	0	0	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Incertae_sedis	5	0	82	14	1	7	0	0	1	0	0	0	0	0	0	0	3	60	83	3	2	0	8	21	5	63	0	1	12	98	1	0	2	1	1	0	1	0	0	2	4	0	0	0	0	0	0	0	1	8	0	1	6	3	0	0	0	0	0	23	0	0	0	0	0	0	0	2	0	33	0	0	0	0	1	1	0	0	0	0	0	0	0	80	1	0	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium	17	0	35	0	53	31	1	38	6	0	256	64	44	29	0	0	0	83	2	97	8	0	1	1	0	33	1	7	2	2	180	4	3	96	0	140	15	0	5	25	1	145	0	2	9	0	82	1	0	0	55	0	1	139	1274	2	112	0	2	5	2	0	368	3	1	60	74	2	43	4	33	1766	9	4	258	9	12	31	132	258	339	483	2	0	208	846	0	10	97	0
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lactonifactor	1	1	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	5	1	0	6	9	3	1	0	29	0	1	0	4	11	1	0	3	0	0	3	0	0	2	0	0	0	1	10	2	1	0	8	0	58	0	0	4	0	4	3	1	0	0	1	5	8	0	0	0	1	1	0	0	0	0	3	1	0	1	4	1	0	0	0	0	0	0	2	3	3	0	0
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia	0	2	59	11	4	1	3	0	4	0	2	0	0	4	19	6	3	1	19	4	1	0	2	0	194	0	0	7	4	5	6	0	1	1	0	0	2	0	0	16	0	23	0	0	0	1	16	0	0	3	0	0	5	60	0	0	1	2	0	1	0	0	0	1	0	4	3	0	3	7	1	16	13	0	3	3	0	0	0	0	11	21	4	2	6	15	0	39	0	0
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Moryella	0	2	0	0	4	0	0	0	0	0	0	5	0	2	0	0	2	0	0	3	1	0	0	0	5	0	0	1	0	0	10	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	5	17	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	7	2	0	0	1	0	0	3	0	1	0	1	0	0
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium	0	0	0	3	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Parasporobacterium	659	1076	385	4	1411	512	909	373	1	2326	640	1036	513	1161	516	457	417	73	112	1	453	1035	7	216	957	193	4	877	624	683	193	38	499	318	385	65	904	303	269	142	3	832	1	336	216	944	230	241	2	721	118	318	208	363	601	576	348	581	7	5	289	621	377	734	60	454	564	2	812	413	342	405	624	525	167	169	570	1035	427	894	444	769	160	681	572	45	1	5	243	274
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio	0	0	0	0	0	3	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	27	0	0	0	0	0	1	0	3	0	0	0	19	0	0	0	0	0	0	0	1	0	0	0	0	13	0	1	0	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	36	1	0	76	0	0	0	0	27	27	9	0	20	26	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Robinsoniella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	11	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	1	1	16	0	0	0	0	14	0	0	4	15	0	0	0	0	0	6	0	0	0
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia	3381	302	144	36	331	1514	1326	129	84	143	183	1240	168	422	681	387	316	142	1196	1120	1084	2414	294	1492	2913	421	120	505	1735	701	1297	87	603	822	540	1178	445	1594	1872	1826	27	1012	45	3508	1727	10	3110	175	190	1261	698	2130	841	2547	564	656	629	3	2042	26	619	960	851	1245	753	226	749	6	359	752	1507	849	709	599	2162	112	457	1604	1195	1130	885	834	1152	2026	705	827	7	671	251	454
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Shuttleworthia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Syntrophococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_unassigned	11	7	188	46	12	7	15	11	31	18	17	24	36	33	1	3	1	11	4	16	10	27	42	3	5	7	88	0	37	44	10	0	15	7	11	4	6	18	13	14	9	17	10	15	7	38	10	28	7	5	227	38	14	23	43	3	2	28	17	16	8	4	12	57	24	6	11	22	16	4	26	19	52	26	6	32	17	53	22	1	12	18	18	7	29	40	3	55	11	23
Firmicutes_Clostridia_Clostridiales_Peptococcaceae_1_Peptococcus	12	12	14	16	1	0	0	0	0	1	0	0	0	0	0	184	0	7	0	5	0	4	1	0	8	1	4	3	2	1	1	7	5	1	0	17	1	2	2	0	6	0	0	0	9	2	0	10	7	4	18	1	0	15	0	0	115	2	5	46	1	2	0	0	0	1	5	0	2	0	1	0	5	0	0	0	141	2	0	0	1	0	4	9	0	6	0	0	0	1
Firmicutes_Clostridia_Clostridiales_Peptococcaceae_2_Desulfotomaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	14	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_XI	434	59	5	0	289	646	556	1076	675	1407	85	136	1	349	2069	1070	91	311	3	306	1668	753	21	14	20	51	118	3981	34	81	325	29	0	96	83	354	24	212	127	378	5	311	90	36	6	1864	711	1417	3812	908	4	151	858	198	1213	11	90	16	682	13	248	1412	68	3	4	222	2482	121	99	6	401	0	15	41	2590	14	1	1	140	6	432	259	122	33	4744	15	399	558	254	243
Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Filifactor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	0	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptostreptococcus	0	0	0	7	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	1	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Acetanaerobacterium	3	9	23	22	77	3	0	1	0	62	0	12	6	43	10	20	1	42	16	13	19	0	17	1	3	7	2	0	77	1	6	0	23	2	69	10	9	34	63	32	0	24	32	15	10	0	14	1	0	74	44	1	60	4	32	10	5	2	0	1	16	0	1	61	0	75	4	0	18	38	31	25	6	5	15	1	0	2	0	0	1	34	5	15	4	33	1	69	15	36
Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Acetivibrio	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerofilum	0	0	6	0	3	0	0	2	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	0	7	0	1	0	3	0	0	0	1	0	1	5	0	1	3	0	0	0	0	4	0	0	0	0	0	4	0	2	1	0	0	1	0	0	0	5	0	4	1	0	0	0	0	3	0	0	4	1	1	0	13	9	0	2	2	6	6	6	0	0	15	0	0	5	0
Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus	7	3	27	0	7	4	1	5	0	4	38	22	7	15	13	4	2	14	8	22	8	7	7	0	3	34	4	0	13	6	17	11	2	8	2	2	37	2	4	8	0	9	21	0	24	0	24	0	5	0	17	0	4	1	7	9	3	0	23	16	7	0	4	2	1	22	6	0	6	6	5	5	0	0	5	6	3	1	2	4	42	11	4	2	8	3	14	7	13	8
Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Butyricicoccus	275	120	75	41	37	83	78	41	34	36	0	251	1	93	26	36	186	29	26	107	26	75	71	120	305	18	141	171	18	37	6	19	16	125	53	28	0	167	22	74	158	82	4	111	52	2	59	47	55	84	72	36	59	130	87	6	158	71	24	16	33	141	117	17	13	1	58	30	2	34	86	40	51	6	6	154	53	40	173	37	41	59	36	148	4	108	24	76	42	11
Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Clostridium_III	164	189	362	84	186	568	96	157	42	22	170	84	114	123	110	63	257	893	557	305	369	56	4	603	352	461	0	163	113	688	892	1	393	131	110	789	122	119	177	115	6	172	20	25	210	130	319	1	1	31	288	133	191	144	191	76	126	6	9	35	121	1	1027	92	21	353	358	1	189	132	95	104	109	68	913	707	374	152	318	173	1175	343	76	607	58	283	12	123	1	3
Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Clostridium_IV	38	13	27	0	22	16	0	10	8	0	2	30	2	19	8	3	1	3	6	12	14	13	6	1	3	14	5	1	30	11	7	27	1	4	24	4	13	4	16	7	0	34	216	20	96	3	8	0	1	16	29	1	47	4	17	15	21	6	9	1	9	0	22	6	2	40	3	0	29	17	29	18	5	0	18	32	16	5	8	11	81	17	28	7	5	32	61	29	4	18
Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ethanoligenens	0	4	1	5	1	0	0	0	0	0	0	1	0	46	0	0	1	0	0	3	0	2	0	2	9	0	0	0	1	0	18	0	0	0	1	0	10	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	69	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	3	0	0	0	0	1	0	0	0	0	0	0
